id,title,price,available_quantity,sold_quantity,listing_type_id,thumbnail_id,tags,use_thumbnail_id,order_backend,seller__id,seller__tags,seller__seller_reputation__level_id,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__total,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__completed,prices__id,prices__prices,prices__reference_prices,installments__quantity,installments__amount,installments__rate,shipping__free_shipping,shipping__tags,shipping__logistic_type,days_remaining,years_active
MLA924123269,Apple iPhone 11 (64 Gb) - (product)red,160000.0,1,0,gold_special,960745-MLA46114990453_052021,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,41,561806142,"['normal', 'mshops', 'messages_as_seller']",,365 days,1.0,3,365 days,0.0,0,365 days,0.0,0,365 days,0,3,3,0.0,1.0,0.0,0,MLA924123269,"[{'id': '4', 'type': 'standard', 'amount': 160000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-08-05T00:22:27Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,22689.33,70.17,True,['mandatory_free_shipping'],drop_off,7118,1
MLA929212758,iPhone 11,170000.0,1,0,gold_special,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,42,145271028,"['normal', 'credits_profile', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,0,60 months,0,0,0,0.0,0.0,0.0,0,MLA929212758,"[{'id': '1', 'type': 'standard', 'amount': 170000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-07-13T12:05:13Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,24107.42,70.17,True,['mandatory_free_shipping'],drop_off,7095,8
MLA1115796882,iPhone 11 (128 Gb) Negro - Sin Uso!!! Con Funda De Regalo,189999.0,1,0,gold_special,621771-MLA48524294105_122021,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,43,62309095,"['normal', 'credits_profile', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,0,60 months,0,0,0,0.0,0.0,0.0,0,MLA1115796882,"[{'id': '3', 'type': 'standard', 'amount': 189999, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-13T23:17:50Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,26943.44,70.17,True,['mandatory_free_shipping'],drop_off,7247,13
MLA920688216,iPhone 11 64 Gb Nuevo Caja Sellada ,179999.0,1,0,gold_special,916062-MLA43654417337_102020,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,44,105803257,"['normal', 'credits_profile', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,0,60 months,0,0,0,0.0,0.0,0.0,0,MLA920688216,"[{'id': '4', 'type': 'standard', 'amount': 179999, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-11-18T10:41:25Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '3', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 149999, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-10-25T23:18:24Z'}]",12,25525.36,70.17,True,['mandatory_free_shipping'],drop_off,7035,9
MLA934301390,iPhone 11 128gb Rojo,168000.0,1,0,gold_special,967879-MLA47097123526_082021,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,45,61147269,"['normal', 'messages_as_seller']",,365 days,0.0,2,365 days,0.0,0,365 days,0.0,0,365 days,0,2,2,0.0,1.0,0.0,0,MLA934301390,"[{'id': '1', 'type': 'standard', 'amount': 168000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-08-14T02:47:41Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '2', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 168000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-10-25T19:05:16Z'}]",12,23823.8,70.17,True,['mandatory_free_shipping'],drop_off,7126,10
MLA884498500,iPhone 11 64 Gb (product)red,215000.0,1,1,gold_special,641268-MLA43654417348_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",False,46,23274547,"['normal', 'eshop', 'messages_as_seller']",4_light_green,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,7,6,13,0.0,0.01,0.99,7,MLA884498500,"[{'id': 'efbe59d6-a6b9-4011-b4b2-2ed9642740ce', 'type': 'standard', 'amount': 215000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2020-10-19T17:03:38Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,30488.79,70.17,True,['mandatory_free_shipping'],drop_off,6828,18
MLA897159715,Phone 11 Pro !! Nuevo,210000.0,1,0,gold_special,926834-MLA44078367081_112020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,47,506509311,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,0,1,1,0.0,1.0,0.0,0,MLA897159715,"[{'id': '1847ee93-e368-4f0c-b439-154a3af71e75', 'type': 'standard', 'amount': 210000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2020-11-14T09:41:12Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '2', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 210000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-10-25T22:40:06Z'}]",12,29779.75,70.17,True,['mandatory_free_shipping'],drop_off,6854,2
MLA1105886083,Apple iPhone 11 (64 Gb) - Negro,165000.0,1,0,gold_special,656548-MLA46114829749_052021,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,48,165839425,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,365 days,0.0,2,365 days,0.0,0,365 days,0.0,0,365 days,0,2,2,0.0,0.0,1.0,0,MLA1105886083,"[{'id': '1', 'type': 'standard', 'amount': 165000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-09-29T08:21:54Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,23398.38,70.17,True,['mandatory_free_shipping'],drop_off,7173,7
MLA897628392,iPhone 11 Pro Max,255000.0,1,0,gold_special,654492-MLA43065706200_082020,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,49,375418513,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,2,365 days,0.0,0,365 days,0.0,0,365 days,0,3,3,0.0,1.0,0.0,0,MLA897628392,"[{'id': '2e8bfd68-c37b-4736-87a5-032d739385c0', 'type': 'standard', 'amount': 255000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2020-11-24T03:12:10Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '2', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 255000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-10-26T03:20:29Z'}]",12,36161.13,70.17,True,['mandatory_free_shipping'],drop_off,6864,2
MLA883485801,iPhone 11pro De 64gb,195000.0,1,0,gold_special,902812-MLA43786875636_102020,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,50,436004125,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,0,0,0,0.0,0.0,0.0,0,MLA883485801,"[{'id': '5c856883-5d39-45c3-a511-5498c55f794f', 'type': 'standard', 'amount': 195000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2020-10-11T20:40:58Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '2', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 195000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-10-26T01:17:19Z'}]",12,27652.63,70.17,True,['mandatory_free_shipping'],drop_off,6820,2
MLA1115872867,iPhone 11 (128 Gb) Negro - Sin Uso!!! Con Funda De Regalo,220000.0,1,0,gold_pro,642279-MLA48539470077_122021,"['poor_quality_picture', 'poor_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment']",False,1,62309095,"['normal', 'credits_profile', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,0,60 months,0,0,0,0.0,0.0,0.0,0,MLA1115872867,"[{'id': '1', 'type': 'standard', 'amount': 220000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-13T23:15:42Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],9,24444.44,0.0,True,['mandatory_free_shipping'],drop_off,7248,13
MLA928759189,Apple iPhone 11 (64 Gb) - Blanco Nuevo En Su Caja!,169000.0,1,0,gold_special,651733-MLA46114990408_052021,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,2,209676977,"['normal', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,0,0,0,0.0,0.0,1.0,0,MLA928759189,"[{'id': '1', 'type': 'standard', 'amount': 169000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-07-08T21:47:30Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '3', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 169000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-10-25T23:38:10Z'}]",12,23965.61,70.17,True,['mandatory_free_shipping'],drop_off,7090,5
MLA899933669,iPhone 11 128 Gb Negro Nuevos - Usa,225000.0,1,0,gold_special,907930-MLA44248712894_122020,"['poor_quality_thumbnail', 'extended_warranty_eligible', 'moderation_penalty', 'poor_quality_picture', 'immediate_payment', 'cart_eligible']",False,3,141759225,"['normal', 'credits_profile', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,0,60 months,0,3,3,0.0,1.0,0.0,0,MLA899933669,"[{'id': '4', 'type': 'standard', 'amount': 225000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-09T13:54:14Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '2', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 200000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-10-26T02:32:15Z'}]",12,31906.88,70.17,True,['mandatory_free_shipping'],drop_off,7244,8
MLA1108224065,Apple iPhone 11 (64gb)_ Blanco,160000.0,1,0,gold_special,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,4,750045104,"['normal', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,0,0,0,0.0,0.0,0.0,0,MLA1108224065,"[{'id': '1', 'type': 'standard', 'amount': 160000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-10-15T01:14:46Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,22689.33,70.17,True,['mandatory_free_shipping'],drop_off,7188,0
MLA884388978,iPhone 11 Negro 64gb,215000.0,1,0,gold_pro,916062-MLA43654417337_102020,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment']",False,5,544271655,"['normal', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,0,0,0,0.0,0.0,0.0,0,MLA884388978,"[{'id': '3368afa9-38bb-4c23-85c5-61b905873c02', 'type': 'standard', 'amount': 215000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2020-10-18T13:58:19Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],9,23888.89,0.0,True,['mandatory_free_shipping'],drop_off,6827,1
MLA1105847083,Apple iPhone 11 (64 Gb) - Blanco,159000.0,1,0,gold_special,809326-MLA46115014340_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,6,278372368,"['normal', 'messages_as_seller']",,365 days,0.0,2,365 days,0.0,0,365 days,0.0,0,365 days,0,2,2,1.0,0.0,0.0,0,MLA1105847083,"[{'id': '1', 'type': 'standard', 'amount': 159000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-09-29T08:08:35Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,22547.53,70.17,True,['mandatory_free_shipping'],drop_off,7173,3
MLA924123364,Apple iPhone 11 (64 Gb) - Verde,160000.0,1,0,gold_special,719992-MLA46115014351_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,7,561806142,"['normal', 'mshops', 'messages_as_seller']",,365 days,1.0,3,365 days,0.0,0,365 days,0.0,0,365 days,0,3,3,0.0,1.0,0.0,0,MLA924123364,"[{'id': '2', 'type': 'standard', 'amount': 160000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-08-05T00:23:35Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,22689.33,70.17,True,['mandatory_free_shipping'],drop_off,7057,1
MLA751842542,iPhone 11 Pro 64gb Verde En Stock P Entr Inmediata ,215000.0,1,0,gold_special,974008-MLA32234888855_092019,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible']",True,8,222313766,"['normal', 'credits_priority_3', 'credits_profile', 'messages_as_seller']",,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,365 days,1,0,1,0.0,0.0,1.0,1,MLA751842542,"[{'id': '72e58ae2-e414-4df8-afad-8c22a352a6e7', 'type': 'standard', 'amount': 215000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2020-10-07T04:07:53Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,30488.79,70.17,True,['mandatory_free_shipping'],drop_off,6083,5
MLA1111821094,Apple iPhone 11 (64 Gb) - Verde,185000.0,1,0,gold_special,719992-MLA46115014351_052021,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",False,12,548022484,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",2_orange,365 days,0.0,0,365 days,0.0,0,365 days,0.2083,5,365 days,25,2,27,0.06,0.0,0.94,25,MLA1111821094,"[{'id': '3', 'type': 'standard', 'amount': 185000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-12-17T11:04:01Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,26234.54,70.17,True,['mandatory_free_shipping'],xd_drop_off,7215,1
MLA924413844,iPhone 11 64gb Black,164500.0,1,0,gold_special,617511-MLA46312589679_062021,"['extended_warranty_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,13,173128386,"['normal', 'credits_profile', 'messages_as_seller']",,60 months,0.0,0,60 months,0.0,0,60 months,0.0,0,60 months,0,0,0,0.0,0.0,0.0,0,MLA924413844,"[{'id': '1', 'type': 'standard', 'amount': 164500, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-06-08T06:44:44Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,23327.47,70.17,True,['mandatory_free_shipping'],drop_off,7060,7
MLA1111386050,iPhone 11 - (64gb) - Todos Los Colores,195000.0,1,0,gold_pro,933939-MLA46114829763_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment']",False,14,187503488,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,1,365 days,0.0,0,365 days,2,2,4,0.0,0.0,1.0,2,MLA1111386050,"[{'id': '3', 'type': 'standard', 'amount': 195000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2021-11-23T19:40:05Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],9,21666.67,0.0,True,['mandatory_free_shipping'],drop_off,7210,6
MLA1111109837,Apple iPhone 11 (64 Gb) - (todos Los Colores),170000.0,1,0,gold_special,933939-MLA46114829763_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,15,187503488,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,1,365 days,0.0,0,365 days,2,2,4,0.0,0.0,1.0,2,MLA1111109837,"[{'id': '3', 'type': 'standard', 'amount': 170000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-04T16:15:50Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,24107.42,70.17,True,['mandatory_free_shipping'],drop_off,7209,6
MLA1119064721,Apple iPhone 11 (128 Gb) - Todos Los Colores - Nuevos,180000.0,1,0,gold_special,796892-MLA46114829828_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,16,187503488,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,365 days,0.0,1,365 days,0.0,1,365 days,0.0,0,365 days,2,2,4,0.0,0.0,1.0,2,MLA1119064721,"[{'id': '1', 'type': 'standard', 'amount': 180000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-11T16:17:05Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,25525.5,70.17,True,['mandatory_free_shipping'],drop_off,7277,6
MLA1115532570,Apple iPhone 11 (64 Gb) - Negro,175000.0,1,0,gold_special,656548-MLA46114829749_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",False,17,723866856,"['normal', 'credits_profile', 'messages_as_seller']",5_green,365 days,0.0,2,365 days,0.0,2,365 days,0.1153,3,365 days,32,17,49,0.07,0.0,0.93,32,MLA1115532570,"[{'id': '2', 'type': 'standard', 'amount': 175000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-31T13:28:54Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]",[],12,24816.46,70.17,True,['mandatory_free_shipping'],xd_drop_off,7245,0
MLA931457517,Apple iPhone 11 (128 Gb) - Amarillo,239999.0,1,1,gold_special,699194-MLA46115014420_052021,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible']",False,18,393731981,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,60 days,0.0,1,60 days,0.0038,3,60 days,0.0312,23,60 days,736,114,1939,0.02,0.02,0.96,1825,MLA931457517,"[{'id': '15', 'type': 'standard', 'amount': 239999, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-22T01:37:52Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '6', 'type': 'was', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-10-30T04:40:45Z', 'end_time': '2021-11-06T04:40:45Z', 'eligible': True}, 'amount': 186999, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-10-30T04:40:45Z'}]",12,34033.86,70.17,True,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,7110,3
MLA1107781167,Apple iPhone 11 (128 Gb) - Negro,209999.0,1,1,gold_special,865864-MLA46114990464_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",False,19,21567880,"['normal', 'credits_priority_3', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,365 days,0.0,2,365 days,0.0,0,365 days,0.1351,5,365 days,37,4,41,0.28,0.0,0.72,37,MLA1107781167,"[{'id': '15', 'type': 'standard', 'amount': 209999, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-02-02T13:46:06Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '12', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 183900, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-10-26T04:32:36Z'}, {'id': '13', 'type': 'was', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2021-10-26T04:32:36Z', 'end_time': '2021-11-02T04:32:36Z', 'eligible': True}, 'amount': 183900, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2021-10-26T04:32:36Z'}]",12,29779.61,70.17,True,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,7187,12
MLA931455002,Apple iPhone 11 (128 Gb) - Verde,230499.0,1,1,gold_special,887203-MLA46114990482_052021,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",False,20,393731981,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,60 days,0.0,1,60 days,0.0038,3,60 days,0.0312,23,60 days,736,114,1939,0.02,0.02,0.96,1825,MLA931455002,"[{'id': '43', 'type': 'standard', 'amount': 230499, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-31T02:49:34Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '40', 'type': 'min_standard', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': None, 'end_time': None, 'eligible': True}, 'amount': 189009, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2022-01-23T04:47:20Z'}, {'id': '41', 'type': 'was', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-01-23T04:47:20Z', 'end_time': '2022-01-30T04:47:20Z', 'eligible': True}, 'amount': 228949, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2022-01-23T04:47:20Z'}]",12,32686.68,70.17,True,"['self_service_in', 'mandatory_free_shipping']",xd_drop_off,7110,3
MLA1112946286, iPhone XS 64 Gb Gris Espacial,389000.0,1,0,gold_pro,702604-MLA31002342896_062019,"['extended_warranty_eligible', 'good_quality_picture', 'immediate_payment']",True,21,629074754,"['normal', 'messages_as_seller']",5_green,365 days,0.0,0,365 days,0.0,1,365 days,0.0666,3,365 days,50,5,55,0.0,0.0,1.0,50,MLA1112946286,"[{'id': '9', 'type': 'standard', 'amount': 389000, 'regular_amount': None, 'currency_id': 'ARS', 'last_updated': '2022-01-22T21:28:46Z', 'conditions': {'context_restrictions': [], 'start_time': None, 'end_time': None, 'eligible': True}, 'exchange_rate_context': 'DEFAULT', 'metadata': {}}]","[{'id': '11', 'type': 'was', 'conditions': {'context_restrictions': ['channel_marketplace'], 'start_time': '2022-02-02T04:27:08Z', 'end_time': '2022-02-09T04:27:08Z', 'eligible': True}, 'amount': 185000, 'currency_id': 'ARS', 'exchange_rate_context': 'DEFAULT', 'tags': [], 'last_updated': '2022-02-02T04:27:08Z'}]",9,43222.22,0.0,True,['mandatory_free_shipping'],xd_drop_off,7223,1
